Downregulated,Upregulated
ENSMUSG00000027173,ENSMUSG00000030156
ENSMUSG00000030002,ENSMUSG00000025044
ENSMUSG00000038267,ENSMUSG00000074252
ENSMUSG00000061393,ENSMUSG00000037405
ENSMUSG00000016503,ENSMUSG00000012519
ENSMUSG00000081718,ENSMUSG00000104728
ENSMUSG00000039988,ENSMUSG00000053175
ENSMUSG00000038383,ENSMUSG00000099241
ENSMUSG00000060678,ENSMUSG00000069792
ENSMUSG00000055912,ENSMUSG00000018899
ENSMUSG00000092626,ENSMUSG00000075122
ENSMUSG00000112017,ENSMUSG00000037849
ENSMUSG00000021751,ENSMUSG00000038587
ENSMUSG00000035933,ENSMUSG00000037580
ENSMUSG00000030200,ENSMUSG00000028480
ENSMUSG00000087095,ENSMUSG00000026073
ENSMUSG00000024645,ENSMUSG00000037095
ENSMUSG00000036934,ENSMUSG00000037944
ENSMUSG00000003273,ENSMUSG00000025498
ENSMUSG00000032175,ENSMUSG00000047798
ENSMUSG00000035051,ENSMUSG00000048572
ENSMUSG00000121072,ENSMUSG00000050578
ENSMUSG00000052783,ENSMUSG00000102037
ENSMUSG00000040738,ENSMUSG00000024679
ENSMUSG00000001323,ENSMUSG00000064272
ENSMUSG00000053886,ENSMUSG00000020676
ENSMUSG00000039307,ENSMUSG00000061878
ENSMUSG00000020607,ENSMUSG00000034422
ENSMUSG00000062075,ENSMUSG00000034394
ENSMUSG00000019312,ENSMUSG00000024235
ENSMUSG00000022664,ENSMUSG00000090942
ENSMUSG00000036555,ENSMUSG00000090698
ENSMUSG00000039137,ENSMUSG00000027737
ENSMUSG00000036528,ENSMUSG00000028680
ENSMUSG00000052563,ENSMUSG00000067780
ENSMUSG00000055833,ENSMUSG00000024401
ENSMUSG00000035745,ENSMUSG00000086754
ENSMUSG00000043833,ENSMUSG00000060188
ENSMUSG00000034445,ENSMUSG00000107029
ENSMUSG00000071568,ENSMUSG00000059108
ENSMUSG00000103906,ENSMUSG00000033355
ENSMUSG00000003418,ENSMUSG00000020826
ENSMUSG00000038253,ENSMUSG00000037321
ENSMUSG00000028402,ENSMUSG00000027514
ENSMUSG00000097350,ENSMUSG00000012428
ENSMUSG00000021707,ENSMUSG00000046879
ENSMUSG00000028544,ENSMUSG00000037035
ENSMUSG00000028047,ENSMUSG00000016496
ENSMUSG00000047749,ENSMUSG00000056071
ENSMUSG00000058388,ENSMUSG00000026536
ENSMUSG00000036095,ENSMUSG00000073489
ENSMUSG00000028469,ENSMUSG00000017652
ENSMUSG00000073791,ENSMUSG00000040726
ENSMUSG00000045140,ENSMUSG00000078763
ENSMUSG00000071337,ENSMUSG00000031028
ENSMUSG00000080840,ENSMUSG00000045027
ENSMUSG00000061533,ENSMUSG00000032021
ENSMUSG00000002108,ENSMUSG00000078612
ENSMUSG00000024350,ENSMUSG00000082292
ENSMUSG00000046826,ENSMUSG00000022876
ENSMUSG00000024947,ENSMUSG00000045932
ENSMUSG00000039585,ENSMUSG00000056054
ENSMUSG00000030386,ENSMUSG00000034765
ENSMUSG00000011832,ENSMUSG00000023067
ENSMUSG00000120863,ENSMUSG00000023078
ENSMUSG00000036054,ENSMUSG00000020641
ENSMUSG00000022195,ENSMUSG00000063388
ENSMUSG00000030352,ENSMUSG00000078922
ENSMUSG00000039414,ENSMUSG00000092021
ENSMUSG00000039620,ENSMUSG00000104713
ENSMUSG00000022791,ENSMUSG00000024215
ENSMUSG00000029844,ENSMUSG00000038037
ENSMUSG00000019303,ENSMUSG00000017002
ENSMUSG00000024142,ENSMUSG00000098934
ENSMUSG00000061882,ENSMUSG00000105954
ENSMUSG00000002393,ENSMUSG00000024737
ENSMUSG00000073147,ENSMUSG00000058163
ENSMUSG00000039652,ENSMUSG00000074115
ENSMUSG00000031834,ENSMUSG00000025172
ENSMUSG00000001150,ENSMUSG00000024675
ENSMUSG00000026803,ENSMUSG00000019850
ENSMUSG00000028030,ENSMUSG00000113101
ENSMUSG00000036078,ENSMUSG00000035818
ENSMUSG00000001143,ENSMUSG00000030107
ENSMUSG00000027531,ENSMUSG00000032496
ENSMUSG00000062937,ENSMUSG00000120500
ENSMUSG00000026792,ENSMUSG00000031765
ENSMUSG00000027522,ENSMUSG00000033831
ENSMUSG00000005320,ENSMUSG00000037447
ENSMUSG00000015133,ENSMUSG00000087684
ENSMUSG00000075511,ENSMUSG00000041481
ENSMUSG00000068876,ENSMUSG00000000567
ENSMUSG00000038518,ENSMUSG00000029417
ENSMUSG00000033170,ENSMUSG00000001131
ENSMUSG00000024781,ENSMUSG00000040364
ENSMUSG00000046753,ENSMUSG00000062488
ENSMUSG00000037594,ENSMUSG00000056656
ENSMUSG00000062797,ENSMUSG00000058755
ENSMUSG00000072664,ENSMUSG00000120878
ENSMUSG00000016756,ENSMUSG00000078920
ENSMUSG00000012483,ENSMUSG00000064246
ENSMUSG00000040446,ENSMUSG00000074896
ENSMUSG00000030357,ENSMUSG00000053113
ENSMUSG00000037257,ENSMUSG00000035692
ENSMUSG00000039182,ENSMUSG00000054072
ENSMUSG00000075054,ENSMUSG00000042417
ENSMUSG00000029047,ENSMUSG00000071036
ENSMUSG00000032312,ENSMUSG00000040405
ENSMUSG00000032897,ENSMUSG00000062593
ENSMUSG00000068114,ENSMUSG00000054203
ENSMUSG00000038990,ENSMUSG00000068606
ENSMUSG00000029097,ENSMUSG00000026628
ENSMUSG00000032842,ENSMUSG00000051439
ENSMUSG00000038042,ENSMUSG00000026981
ENSMUSG00000081126,ENSMUSG00000028270
ENSMUSG00000037349,ENSMUSG00000037411
ENSMUSG00000035697,ENSMUSG00000046031
ENSMUSG00000118366,ENSMUSG00000045551
ENSMUSG00000020668,ENSMUSG00000026149
ENSMUSG00000048450,ENSMUSG00000028001
ENSMUSG00000028136,ENSMUSG00000052270
ENSMUSG00000024269,ENSMUSG00000105504
ENSMUSG00000042606,ENSMUSG00000020701
ENSMUSG00000032224,ENSMUSG00000046203
ENSMUSG00000116953,ENSMUSG00000026822
ENSMUSG00000028614,ENSMUSG00000121484
ENSMUSG00000102758,ENSMUSG00000031762
ENSMUSG00000032892,ENSMUSG00000006403
ENSMUSG00000058173,ENSMUSG00000044162
ENSMUSG00000026869,ENSMUSG00000021566
ENSMUSG00000027589,ENSMUSG00000034459
ENSMUSG00000015127,ENSMUSG00000054855
ENSMUSG00000021495,ENSMUSG00000040328
ENSMUSG00000025413,ENSMUSG00000040809
ENSMUSG00000025154,ENSMUSG00000030142
ENSMUSG00000026637,ENSMUSG00000000204
ENSMUSG00000024007,ENSMUSG00000035042
ENSMUSG00000028435,ENSMUSG00000040026
ENSMUSG00000014633,ENSMUSG00000026580
ENSMUSG00000026024,ENSMUSG00000024912
ENSMUSG00000042642,ENSMUSG00000041827
ENSMUSG00000015659,ENSMUSG00000000386
ENSMUSG00000027684,ENSMUSG00000035775
ENSMUSG00000038991,ENSMUSG00000023341
ENSMUSG00000045636,ENSMUSG00000018930
ENSMUSG00000030469,ENSMUSG00000033860
ENSMUSG00000048000,ENSMUSG00000085977
ENSMUSG00000026036,ENSMUSG00000035385
ENSMUSG00000038903,ENSMUSG00000066363
ENSMUSG00000000148,ENSMUSG00000029380
ENSMUSG00000029924,ENSMUSG00000027832
ENSMUSG00000013495,ENSMUSG00000034855
ENSMUSG00000110444,ENSMUSG00000058427
ENSMUSG00000048058,
ENSMUSG00000032478,
ENSMUSG00000024219,
ENSMUSG00000120885,
ENSMUSG00000023191,
ENSMUSG00000061046,
ENSMUSG00000036819,
ENSMUSG00000037098,
ENSMUSG00000112294,
ENSMUSG00000091083,
