Downregulated,Upregulated
ENSMUSG00000038695,ENSMUSG00000031490
ENSMUSG00000028312,ENSMUSG00000046169
ENSMUSG00000104528,ENSMUSG00000028978
ENSMUSG00000030956,ENSMUSG00000108736
ENSMUSG00000114255,ENSMUSG00000024659
ENSMUSG00000021880,ENSMUSG00000082088
ENSMUSG00000052407,ENSMUSG00000093553
ENSMUSG00000085235,ENSMUSG00000079197
ENSMUSG00000035863,ENSMUSG00000028645
ENSMUSG00000120359,ENSMUSG00000121483
ENSMUSG00000044816,ENSMUSG00000057367
ENSMUSG00000078864,ENSMUSG00000070942
ENSMUSG00000096546,ENSMUSG00000059498
ENSMUSG00000055305,ENSMUSG00000035960
ENSMUSG00000040795,ENSMUSG00000054321
ENSMUSG00000036473,ENSMUSG00000056643
ENSMUSG00000020520,ENSMUSG00000044645
ENSMUSG00000037752,ENSMUSG00000070473
ENSMUSG00000092335,ENSMUSG00000009585
ENSMUSG00000109398,ENSMUSG00000027852
ENSMUSG00000042589,ENSMUSG00000060591
ENSMUSG00000059975,ENSMUSG00000107894
ENSMUSG00000024169,ENSMUSG00000038594
ENSMUSG00000109311,ENSMUSG00000040133
ENSMUSG00000048603,ENSMUSG00000056515
ENSMUSG00000020513,ENSMUSG00000053004
ENSMUSG00000070425,ENSMUSG00000066800
ENSMUSG00000113585,ENSMUSG00000016024
ENSMUSG00000001942,ENSMUSG00000055602
ENSMUSG00000033594,ENSMUSG00000108414
ENSMUSG00000020100,ENSMUSG00000113737
ENSMUSG00000038347,ENSMUSG00000035941
ENSMUSG00000113047,ENSMUSG00000045322
ENSMUSG00000060397,ENSMUSG00000116908
ENSMUSG00000043219,ENSMUSG00000097195
ENSMUSG00000097908,ENSMUSG00000105071
ENSMUSG00000018459,ENSMUSG00000095040
ENSMUSG00000085956,ENSMUSG00000040522
ENSMUSG00000032194,ENSMUSG00000120149
ENSMUSG00000030031,ENSMUSG00000040297
ENSMUSG00000039741,ENSMUSG00000055809
ENSMUSG00000085767,ENSMUSG00000075705
ENSMUSG00000055923,ENSMUSG00000068227
ENSMUSG00000018999,ENSMUSG00000078134
ENSMUSG00000033910,ENSMUSG00000024521
ENSMUSG00000046840,ENSMUSG00000078771
ENSMUSG00000001774,ENSMUSG00000034437
ENSMUSG00000000056,ENSMUSG00000048163
ENSMUSG00000070574,ENSMUSG00000050628
ENSMUSG00000029524,ENSMUSG00000051397
ENSMUSG00000048138,ENSMUSG00000105703
ENSMUSG00000043789,ENSMUSG00000026421
ENSMUSG00000026858,ENSMUSG00000053846
ENSMUSG00000032649,ENSMUSG00000058672
ENSMUSG00000021245,ENSMUSG00000107225
ENSMUSG00000110185,ENSMUSG00000042406
ENSMUSG00000015599,ENSMUSG00000030103
ENSMUSG00000034800,ENSMUSG00000027454
ENSMUSG00000019235,ENSMUSG00000024833
ENSMUSG00000007783,ENSMUSG00000028864
ENSMUSG00000121493,ENSMUSG00000028370
ENSMUSG00000024301,ENSMUSG00000015090
ENSMUSG00000046550,ENSMUSG00000028413
ENSMUSG00000108446,ENSMUSG00000108601
ENSMUSG00000041329,ENSMUSG00000029314
ENSMUSG00000030551,ENSMUSG00000063652
ENSMUSG00000047757,ENSMUSG00000040711
ENSMUSG00000025243,ENSMUSG00000040322
ENSMUSG00000044072,ENSMUSG00000043681
ENSMUSG00000048281,ENSMUSG00000011114
ENSMUSG00000027577,ENSMUSG00000007613
ENSMUSG00000025209,ENSMUSG00000091269
ENSMUSG00000023909,ENSMUSG00000029484
ENSMUSG00000109199,ENSMUSG00000031896
ENSMUSG00000074282,ENSMUSG00000073418
ENSMUSG00000006567,ENSMUSG00000031502
ENSMUSG00000063488,ENSMUSG00000073460
ENSMUSG00000041559,ENSMUSG00000105655
ENSMUSG00000119959,ENSMUSG00000050777
ENSMUSG00000051008,ENSMUSG00000053862
ENSMUSG00000074738,ENSMUSG00000020121
ENSMUSG00000029636,ENSMUSG00000091387
ENSMUSG00000036622,ENSMUSG00000036777
ENSMUSG00000121134,ENSMUSG00000027456
ENSMUSG00000038543,ENSMUSG00000096965
ENSMUSG00000021203,ENSMUSG00000026074
ENSMUSG00000037982,ENSMUSG00000085148
ENSMUSG00000032766,ENSMUSG00000041417
ENSMUSG00000114019,ENSMUSG00000108955
ENSMUSG00000046574,ENSMUSG00000036249
ENSMUSG00000029428,ENSMUSG00000062296
ENSMUSG00000026047,ENSMUSG00000028840
ENSMUSG00000085558,ENSMUSG00000027377
ENSMUSG00000044867,ENSMUSG00000055835
ENSMUSG00000045639,ENSMUSG00000047139
ENSMUSG00000036832,ENSMUSG00000107019
ENSMUSG00000053192,ENSMUSG00000028163
ENSMUSG00000105449,ENSMUSG00000097060
ENSMUSG00000022519,ENSMUSG00000022237
ENSMUSG00000064225,ENSMUSG00000006014
ENSMUSG00000039021,ENSMUSG00000050721
ENSMUSG00000107402,ENSMUSG00000114689
ENSMUSG00000032373,ENSMUSG00000029919
ENSMUSG00000024891,ENSMUSG00000114282
ENSMUSG00000037621,ENSMUSG00000036672
ENSMUSG00000044968,ENSMUSG00000038530
ENSMUSG00000011427,ENSMUSG00000108954
ENSMUSG00000028933,ENSMUSG00000121034
ENSMUSG00000026730,ENSMUSG00000086245
ENSMUSG00000098176,ENSMUSG00000085189
ENSMUSG00000034071,ENSMUSG00000096472
ENSMUSG00000061894,ENSMUSG00000027306
ENSMUSG00000085696,ENSMUSG00000036136
ENSMUSG00000029575,ENSMUSG00000040428
ENSMUSG00000033722,ENSMUSG00000032238
ENSMUSG00000121067,ENSMUSG00000033545
ENSMUSG00000038637,ENSMUSG00000054582
ENSMUSG00000073002,ENSMUSG00000026686
ENSMUSG00000021013,ENSMUSG00000029552
ENSMUSG00000029401,ENSMUSG00000090222
ENSMUSG00000009145,ENSMUSG00000051498
ENSMUSG00000066235,ENSMUSG00000064147
ENSMUSG00000052392,ENSMUSG00000038567
ENSMUSG00000109161,ENSMUSG00000031024
ENSMUSG00000055134,ENSMUSG00000021215
ENSMUSG00000074340,ENSMUSG00000047875
ENSMUSG00000030409,ENSMUSG00000052760
ENSMUSG00000097119,ENSMUSG00000022575
ENSMUSG00000032086,ENSMUSG00000020547
ENSMUSG00000019467,ENSMUSG00000000776
ENSMUSG00000038569,ENSMUSG00000022912
ENSMUSG00000087352,ENSMUSG00000006570
ENSMUSG00000021509,ENSMUSG00000090173
ENSMUSG00000038893,ENSMUSG00000024857
ENSMUSG00000086502,ENSMUSG00000054404
ENSMUSG00000022604,ENSMUSG00000095620
ENSMUSG00000021697,ENSMUSG00000027994
ENSMUSG00000059395,ENSMUSG00000097534
ENSMUSG00000038576,ENSMUSG00000078942
ENSMUSG00000050786,ENSMUSG00000109539
ENSMUSG00000070371,ENSMUSG00000034652
ENSMUSG00000031274,ENSMUSG00000024308
ENSMUSG00000011382,ENSMUSG00000032269
ENSMUSG00000097397,ENSMUSG00000121501
ENSMUSG00000034037,ENSMUSG00000035274
ENSMUSG00000108181,ENSMUSG00000029591
ENSMUSG00000051652,ENSMUSG00000031995
ENSMUSG00000067424,ENSMUSG00000023087
ENSMUSG00000066000,ENSMUSG00000027952
ENSMUSG00000120837,ENSMUSG00000050953
ENSMUSG00000029557,ENSMUSG00000039364
ENSMUSG00000018909,ENSMUSG00000024558
ENSMUSG00000063047,ENSMUSG00000028337
ENSMUSG00000029553,ENSMUSG00000027940
ENSMUSG00000035206,ENSMUSG00000091586
ENSMUSG00000030796,ENSMUSG00000015745
ENSMUSG00000031389,ENSMUSG00000022863
ENSMUSG00000020698,ENSMUSG00000030681
ENSMUSG00000033327,ENSMUSG00000030878
ENSMUSG00000008734,ENSMUSG00000120016
ENSMUSG00000027933,ENSMUSG00000092837
ENSMUSG00000022485,ENSMUSG00000040613
ENSMUSG00000045287,ENSMUSG00000034987
ENSMUSG00000085451,ENSMUSG00000001542
ENSMUSG00000038227,ENSMUSG00000118057
ENSMUSG00000052957,ENSMUSG00000102270
ENSMUSG00000046010,ENSMUSG00000041773
ENSMUSG00000037773,ENSMUSG00000004508
ENSMUSG00000070709,ENSMUSG00000040751
ENSMUSG00000045165,ENSMUSG00000018171
ENSMUSG00000053730,ENSMUSG00000022037
ENSMUSG00000035578,ENSMUSG00000024873
ENSMUSG00000107319,ENSMUSG00000049649
ENSMUSG00000038738,ENSMUSG00000030254
ENSMUSG00000007021,ENSMUSG00000052477
ENSMUSG00000075389,ENSMUSG00000018920
ENSMUSG00000057265,ENSMUSG00000044165
ENSMUSG00000053714,ENSMUSG00000028028
ENSMUSG00000048478,ENSMUSG00000006411
ENSMUSG00000038515,ENSMUSG00000021871
ENSMUSG00000058589,ENSMUSG00000049866
ENSMUSG00000091474,ENSMUSG00000065353
ENSMUSG00000024170,ENSMUSG00000062991
ENSMUSG00000002343,ENSMUSG00000040714
ENSMUSG00000096687,ENSMUSG00000034438
ENSMUSG00000013236,ENSMUSG00000005667
ENSMUSG00000121347,ENSMUSG00000029223
ENSMUSG00000058656,ENSMUSG00000094796
ENSMUSG00000047284,ENSMUSG00000001768
ENSMUSG00000004105,ENSMUSG00000020205
ENSMUSG00000039781,ENSMUSG00000041598
ENSMUSG00000007950,ENSMUSG00000105161
ENSMUSG00000116561,ENSMUSG00000112734
ENSMUSG00000100594,ENSMUSG00000038612
ENSMUSG00000033126,ENSMUSG00000017057
ENSMUSG00000020069,ENSMUSG00000031284
ENSMUSG00000119989,ENSMUSG00000041673
ENSMUSG00000031609,ENSMUSG00000040329
ENSMUSG00000097316,ENSMUSG00000027435
ENSMUSG00000014778,ENSMUSG00000109157
ENSMUSG00000068299,ENSMUSG00000097636
ENSMUSG00000020309,ENSMUSG00000041548
ENSMUSG00000029029,ENSMUSG00000020130
ENSMUSG00000037784,ENSMUSG00000097635
ENSMUSG00000121653,ENSMUSG00000058392
ENSMUSG00000044991,ENSMUSG00000036206
ENSMUSG00000058620,ENSMUSG00000056144
ENSMUSG00000020553,ENSMUSG00000103469
ENSMUSG00000033032,ENSMUSG00000056124
ENSMUSG00000084808,ENSMUSG00000032068
ENSMUSG00000110010,ENSMUSG00000078249
ENSMUSG00000051373,ENSMUSG00000069662
ENSMUSG00000030030,ENSMUSG00000043439
ENSMUSG00000113440,ENSMUSG00000031298
ENSMUSG00000047603,ENSMUSG00000055003
ENSMUSG00000085881,ENSMUSG00000110245
ENSMUSG00000063849,ENSMUSG00000121075
ENSMUSG00000071103,ENSMUSG00000020704
ENSMUSG00000044807,ENSMUSG00000037465
ENSMUSG00000020953,ENSMUSG00000121309
ENSMUSG00000031391,ENSMUSG00000028655
ENSMUSG00000048895,ENSMUSG00000049288
ENSMUSG00000083856,ENSMUSG00000044626
ENSMUSG00000035357,ENSMUSG00000052040
ENSMUSG00000026587,ENSMUSG00000029752
ENSMUSG00000030257,ENSMUSG00000027219
ENSMUSG00000055494,ENSMUSG00000000627
ENSMUSG00000092558,ENSMUSG00000024222
ENSMUSG00000028698,ENSMUSG00000112186
ENSMUSG00000096852,ENSMUSG00000004951
ENSMUSG00000027259,ENSMUSG00000115124
ENSMUSG00000044681,ENSMUSG00000027570
ENSMUSG00000093930,ENSMUSG00000038467
ENSMUSG00000025026,ENSMUSG00000020250
ENSMUSG00000068115,ENSMUSG00000085894
ENSMUSG00000013367,ENSMUSG00000017737
ENSMUSG00000118100,ENSMUSG00000071714
ENSMUSG00000051984,ENSMUSG00000085873
ENSMUSG00000040447,ENSMUSG00000026271
ENSMUSG00000032470,ENSMUSG00000053687
ENSMUSG00000057469,ENSMUSG00000116614
ENSMUSG00000074519,ENSMUSG00000020573
ENSMUSG00000048706,ENSMUSG00000027540
ENSMUSG00000038415,ENSMUSG00000097069
ENSMUSG00000068854,ENSMUSG00000078915
ENSMUSG00000020846,ENSMUSG00000023034
ENSMUSG00000110529,ENSMUSG00000026880
ENSMUSG00000119945,ENSMUSG00000030793
ENSMUSG00000066113,ENSMUSG00000027947
ENSMUSG00000032105,ENSMUSG00000017716
ENSMUSG00000078862,ENSMUSG00000022864
ENSMUSG00000004655,ENSMUSG00000084796
ENSMUSG00000032726,ENSMUSG00000041235
ENSMUSG00000031949,ENSMUSG00000115196
ENSMUSG00000041351,ENSMUSG00000120276
ENSMUSG00000083964,ENSMUSG00000032712
ENSMUSG00000085945,ENSMUSG00000106558
ENSMUSG00000103143,ENSMUSG00000018965
ENSMUSG00000022994,ENSMUSG00000037217
ENSMUSG00000102644,ENSMUSG00000120849
ENSMUSG00000030337,ENSMUSG00000044083
ENSMUSG00000086077,ENSMUSG00000105636
ENSMUSG00000058454,ENSMUSG00000014353
ENSMUSG00000120970,ENSMUSG00000061232
ENSMUSG00000053297,ENSMUSG00000036894
ENSMUSG00000049191,ENSMUSG00000090215
ENSMUSG00000087543,ENSMUSG00000025877
ENSMUSG00000033590,ENSMUSG00000024087
ENSMUSG00000025537,ENSMUSG00000022895
ENSMUSG00000034601,ENSMUSG00000113640
ENSMUSG00000114871,ENSMUSG00000037833
ENSMUSG00000033313,ENSMUSG00000028583
ENSMUSG00000067629,ENSMUSG00000110697
ENSMUSG00000030800,ENSMUSG00000031871
ENSMUSG00000050914,ENSMUSG00000042659
ENSMUSG00000096370,ENSMUSG00000108291
ENSMUSG00000097281,ENSMUSG00000055447
ENSMUSG00000050947,ENSMUSG00000025283
ENSMUSG00000002006,ENSMUSG00000051495
ENSMUSG00000025231,ENSMUSG00000074213
ENSMUSG00000005958,ENSMUSG00000114432
ENSMUSG00000044835,ENSMUSG00000038352
ENSMUSG00000005640,ENSMUSG00000022637
ENSMUSG00000046807,ENSMUSG00000029171
ENSMUSG00000070867,ENSMUSG00000097990
ENSMUSG00000021884,ENSMUSG00000036181
ENSMUSG00000093436,ENSMUSG00000042759
ENSMUSG00000036764,ENSMUSG00000106121
ENSMUSG00000107182,ENSMUSG00000081583
ENSMUSG00000046082,ENSMUSG00000105813
ENSMUSG00000019831,ENSMUSG00000112844
ENSMUSG00000030614,ENSMUSG00000034463
ENSMUSG00000047371,ENSMUSG00000048915
ENSMUSG00000007338,ENSMUSG00000086813
ENSMUSG00000027071,ENSMUSG00000024843
ENSMUSG00000027690,ENSMUSG00000033467
ENSMUSG00000025207,ENSMUSG00000043017
ENSMUSG00000043487,ENSMUSG00000096592
ENSMUSG00000020930,ENSMUSG00000114470
ENSMUSG00000038644,ENSMUSG00000030830
ENSMUSG00000059479,ENSMUSG00000028613
ENSMUSG00000036875,ENSMUSG00000104094
ENSMUSG00000104761,ENSMUSG00000044854
ENSMUSG00000097343,ENSMUSG00000038213
ENSMUSG00000015474,ENSMUSG00000052560
ENSMUSG00000016386,ENSMUSG00000112980
ENSMUSG00000025626,ENSMUSG00000027074
ENSMUSG00000025505,ENSMUSG00000094388
ENSMUSG00000045268,ENSMUSG00000032350
ENSMUSG00000036862,ENSMUSG00000026077
ENSMUSG00000034771,ENSMUSG00000097828
ENSMUSG00000059022,ENSMUSG00000046768
ENSMUSG00000020072,ENSMUSG00000026640
ENSMUSG00000030322,ENSMUSG00000032254
ENSMUSG00000021981,ENSMUSG00000030711
ENSMUSG00000097944,ENSMUSG00000020077
ENSMUSG00000050556,ENSMUSG00000085204
ENSMUSG00000024426,ENSMUSG00000022816
ENSMUSG00000059772,ENSMUSG00000024427
ENSMUSG00000043243,ENSMUSG00000007033
ENSMUSG00000034041,ENSMUSG00000011008
ENSMUSG00000042564,ENSMUSG00000048807
ENSMUSG00000028344,ENSMUSG00000047501
ENSMUSG00000060639,ENSMUSG00000117545
ENSMUSG00000041566,ENSMUSG00000079491
ENSMUSG00000028243,ENSMUSG00000079227
ENSMUSG00000085227,ENSMUSG00000042743
ENSMUSG00000120844,ENSMUSG00000066684
ENSMUSG00000022099,ENSMUSG00000020611
ENSMUSG00000028536,ENSMUSG00000093577
ENSMUSG00000029675,ENSMUSG00000042129
ENSMUSG00000057894,ENSMUSG00000107086
ENSMUSG00000004473,ENSMUSG00000120786
ENSMUSG00000038080,ENSMUSG00000008318
ENSMUSG00000047473,ENSMUSG00000098708
ENSMUSG00000045414,ENSMUSG00000059866
ENSMUSG00000042942,ENSMUSG00000029581
ENSMUSG00000050555,ENSMUSG00000058625
ENSMUSG00000114172,ENSMUSG00000079105
ENSMUSG00000030347,ENSMUSG00000029075
ENSMUSG00000068686,ENSMUSG00000056025
ENSMUSG00000097254,ENSMUSG00000042306
ENSMUSG00000027784,ENSMUSG00000042333
ENSMUSG00000041684,ENSMUSG00000030669
ENSMUSG00000043168,ENSMUSG00000044067
ENSMUSG00000031828,ENSMUSG00000037638
ENSMUSG00000037780,ENSMUSG00000115338
ENSMUSG00000108358,ENSMUSG00000027171
ENSMUSG00000047205,ENSMUSG00000091549
ENSMUSG00000020268,ENSMUSG00000000915
ENSMUSG00000022571,ENSMUSG00000036718
ENSMUSG00000037617,ENSMUSG00000112008
ENSMUSG00000034110,ENSMUSG00000045777
ENSMUSG00000053286,ENSMUSG00000025887
ENSMUSG00000045954,ENSMUSG00000031342
ENSMUSG00000031380,ENSMUSG00000044827
ENSMUSG00000036813,ENSMUSG00000042734
ENSMUSG00000033065,ENSMUSG00000015652
ENSMUSG00000120002,ENSMUSG00000032265
ENSMUSG00000032782,ENSMUSG00000121318
ENSMUSG00000037243,ENSMUSG00000104030
ENSMUSG00000029838,ENSMUSG00000000555
ENSMUSG00000055435,ENSMUSG00000052584
ENSMUSG00000073755,ENSMUSG00000000275
ENSMUSG00000022324,ENSMUSG00000000290
ENSMUSG00000024534,ENSMUSG00000021067
ENSMUSG00000110945,ENSMUSG00000045763
ENSMUSG00000029167,ENSMUSG00000087373
ENSMUSG00000097893,ENSMUSG00000026088
ENSMUSG00000103932,ENSMUSG00000121093
ENSMUSG00000038949,ENSMUSG00000031167
ENSMUSG00000037251,ENSMUSG00000022945
ENSMUSG00000074166,ENSMUSG00000110404
ENSMUSG00000052160,ENSMUSG00000116657
ENSMUSG00000056665,ENSMUSG00000032802
ENSMUSG00000043090,ENSMUSG00000031963
ENSMUSG00000086075,ENSMUSG00000086841
ENSMUSG00000052673,ENSMUSG00000059714
ENSMUSG00000058402,ENSMUSG00000097134
ENSMUSG00000033697,ENSMUSG00000120260
ENSMUSG00000034487,ENSMUSG00000028195
ENSMUSG00000048458,ENSMUSG00000087475
ENSMUSG00000038782,ENSMUSG00000053044
ENSMUSG00000021974,ENSMUSG00000019876
ENSMUSG00000036304,ENSMUSG00000000682
ENSMUSG00000034255,ENSMUSG00000036986
ENSMUSG00000050973,ENSMUSG00000005763
ENSMUSG00000038425,ENSMUSG00000070002
ENSMUSG00000035713,ENSMUSG00000066682
ENSMUSG00000109165,ENSMUSG00000109841
ENSMUSG00000036882,ENSMUSG00000021678
ENSMUSG00000034160,ENSMUSG00000097016
ENSMUSG00000026870,ENSMUSG00000021453
ENSMUSG00000032579,ENSMUSG00000108801
ENSMUSG00000050428,ENSMUSG00000097729
ENSMUSG00000111128,ENSMUSG00000055421
ENSMUSG00000036959,ENSMUSG00000037242
ENSMUSG00000061759,ENSMUSG00000103041
ENSMUSG00000041966,ENSMUSG00000063628
ENSMUSG00000064202,ENSMUSG00000015501
ENSMUSG00000024897,ENSMUSG00000040010
ENSMUSG00000034226,ENSMUSG00000032091
ENSMUSG00000055053,ENSMUSG00000090165
ENSMUSG00000112280,ENSMUSG00000104888
ENSMUSG00000067813,ENSMUSG00000099354
ENSMUSG00000020787,ENSMUSG00000116652
ENSMUSG00000113424,ENSMUSG00000073411
ENSMUSG00000039254,ENSMUSG00000028967
ENSMUSG00000009378,ENSMUSG00000010067
ENSMUSG00000105135,ENSMUSG00000115275
ENSMUSG00000087578,ENSMUSG00000031880
ENSMUSG00000100213,ENSMUSG00000042750
ENSMUSG00000116936,ENSMUSG00000021260
ENSMUSG00000021313,ENSMUSG00000029373
ENSMUSG00000114613,ENSMUSG00000021360
ENSMUSG00000053226,ENSMUSG00000026622
ENSMUSG00000097145,ENSMUSG00000019866
ENSMUSG00000101225,ENSMUSG00000030148
ENSMUSG00000043346,ENSMUSG00000047061
ENSMUSG00000037640,ENSMUSG00000097805
ENSMUSG00000120873,ENSMUSG00000037868
ENSMUSG00000027965,ENSMUSG00000073144
ENSMUSG00000028093,ENSMUSG00000027611
ENSMUSG00000044367,ENSMUSG00000015981
ENSMUSG00000116720,ENSMUSG00000087107
ENSMUSG00000019718,ENSMUSG00000027639
ENSMUSG00000031060,ENSMUSG00000075707
ENSMUSG00000020288,ENSMUSG00000046711
ENSMUSG00000019813,ENSMUSG00000031504
ENSMUSG00000031214,ENSMUSG00000038552
ENSMUSG00000019763,ENSMUSG00000106547
ENSMUSG00000037455,ENSMUSG00000090958
ENSMUSG00000024177,ENSMUSG00000021411
ENSMUSG00000107705,ENSMUSG00000071005
ENSMUSG00000066191,ENSMUSG00000106751
ENSMUSG00000030768,ENSMUSG00000025888
ENSMUSG00000003680,ENSMUSG00000058470
ENSMUSG00000025127,ENSMUSG00000041605
ENSMUSG00000021414,ENSMUSG00000120404
ENSMUSG00000079293,ENSMUSG00000021754
ENSMUSG00000075307,ENSMUSG00000022947
ENSMUSG00000037408,ENSMUSG00000032322
ENSMUSG00000032537,ENSMUSG00000022548
ENSMUSG00000054640,ENSMUSG00000026222
ENSMUSG00000020340,ENSMUSG00000032446
ENSMUSG00000034312,ENSMUSG00000083161
ENSMUSG00000027314,ENSMUSG00000071076
ENSMUSG00000034570,ENSMUSG00000024042
ENSMUSG00000025145,ENSMUSG00000108238
ENSMUSG00000086040,ENSMUSG00000112254
ENSMUSG00000029556,ENSMUSG00000028381
ENSMUSG00000069184,ENSMUSG00000109905
ENSMUSG00000030680,ENSMUSG00000049086
ENSMUSG00000009731,ENSMUSG00000031639
ENSMUSG00000117039,ENSMUSG00000097572
ENSMUSG00000029657,ENSMUSG00000032089
ENSMUSG00000024505,ENSMUSG00000091754
ENSMUSG00000078870,ENSMUSG00000049804
ENSMUSG00000050097,ENSMUSG00000066760
ENSMUSG00000078552,ENSMUSG00000046805
ENSMUSG00000021327,ENSMUSG00000021036
ENSMUSG00000078588,ENSMUSG00000085415
ENSMUSG00000062040,ENSMUSG00000027829
ENSMUSG00000043398,ENSMUSG00000030341
ENSMUSG00000021222,ENSMUSG00000026479
ENSMUSG00000036968,ENSMUSG00000039853
ENSMUSG00000039164,ENSMUSG00000022221
ENSMUSG00000038365,ENSMUSG00000053819
ENSMUSG00000020747,ENSMUSG00000087433
ENSMUSG00000120079,ENSMUSG00000024750
ENSMUSG00000030515,ENSMUSG00000006445
ENSMUSG00000031618,ENSMUSG00000049401
ENSMUSG00000026627,ENSMUSG00000028885
ENSMUSG00000054708,ENSMUSG00000057280
ENSMUSG00000051736,ENSMUSG00000056290
ENSMUSG00000003344,ENSMUSG00000111847
ENSMUSG00000013033,ENSMUSG00000022901
ENSMUSG00000086390,ENSMUSG00000064267
ENSMUSG00000112332,ENSMUSG00000016206
ENSMUSG00000040351,ENSMUSG00000093580
ENSMUSG00000056870,ENSMUSG00000105542
ENSMUSG00000045362,ENSMUSG00000041920
ENSMUSG00000043290,ENSMUSG00000057143
ENSMUSG00000049717,ENSMUSG00000048329
ENSMUSG00000006517,ENSMUSG00000027951
ENSMUSG00000108435,ENSMUSG00000103865
ENSMUSG00000103976,ENSMUSG00000002083
ENSMUSG00000047963,ENSMUSG00000110537
ENSMUSG00000029438,ENSMUSG00000002307
ENSMUSG00000019845,ENSMUSG00000001227
ENSMUSG00000026860,ENSMUSG00000007659
ENSMUSG00000078889,ENSMUSG00000018569
ENSMUSG00000029560,ENSMUSG00000041959
ENSMUSG00000022525,ENSMUSG00000102776
ENSMUSG00000019913,ENSMUSG00000019979
ENSMUSG00000064061,ENSMUSG00000068758
ENSMUSG00000037669,ENSMUSG00000026630
ENSMUSG00000051980,ENSMUSG00000093485
ENSMUSG00000092183,ENSMUSG00000008496
ENSMUSG00000040189,ENSMUSG00000045349
ENSMUSG00000031129,ENSMUSG00000033880
ENSMUSG00000039485,ENSMUSG00000113536
ENSMUSG00000055980,ENSMUSG00000002910
ENSMUSG00000028212,ENSMUSG00000072235
ENSMUSG00000008226,ENSMUSG00000051076
ENSMUSG00000112627,ENSMUSG00000103085
ENSMUSG00000042426,ENSMUSG00000036053
ENSMUSG00000031665,ENSMUSG00000028771
ENSMUSG00000063698,ENSMUSG00000048905
ENSMUSG00000023274,ENSMUSG00000030208
ENSMUSG00000109108,ENSMUSG00000085501
ENSMUSG00000120187,ENSMUSG00000056708
ENSMUSG00000028476,ENSMUSG00000003051
ENSMUSG00000024697,ENSMUSG00000027520
ENSMUSG00000004462,ENSMUSG00000074004
ENSMUSG00000039543,ENSMUSG00000031662
ENSMUSG00000030600,ENSMUSG00000039501
ENSMUSG00000029392,ENSMUSG00000044469
ENSMUSG00000020160,ENSMUSG00000025473
ENSMUSG00000107068,ENSMUSG00000070803
ENSMUSG00000076434,ENSMUSG00000020484
ENSMUSG00000068740,ENSMUSG00000106022
ENSMUSG00000073728,ENSMUSG00000020427
ENSMUSG00000037762,ENSMUSG00000030748
ENSMUSG00000048497,ENSMUSG00000075408
ENSMUSG00000022325,ENSMUSG00000027613
ENSMUSG00000026172,ENSMUSG00000042349
ENSMUSG00000073413,ENSMUSG00000027333
ENSMUSG00000021592,ENSMUSG00000050921
ENSMUSG00000043811,ENSMUSG00000021477
ENSMUSG00000043969,ENSMUSG00000031681
ENSMUSG00000097121,ENSMUSG00000006724
ENSMUSG00000021186,ENSMUSG00000115801
ENSMUSG00000031355,ENSMUSG00000030650
ENSMUSG00000046603,ENSMUSG00000091993
ENSMUSG00000121374,ENSMUSG00000044748
ENSMUSG00000020297,ENSMUSG00000112368
ENSMUSG00000102302,ENSMUSG00000101750
ENSMUSG00000030008,ENSMUSG00000051748
ENSMUSG00000090626,ENSMUSG00000018986
ENSMUSG00000050447,ENSMUSG00000103309
ENSMUSG00000121819,ENSMUSG00000021701
ENSMUSG00000018372,ENSMUSG00000060441
ENSMUSG00000023959,ENSMUSG00000024539
ENSMUSG00000023764,ENSMUSG00000047669
ENSMUSG00000112129,ENSMUSG00000080198
ENSMUSG00000104737,ENSMUSG00000023484
ENSMUSG00000063765,ENSMUSG00000027824
ENSMUSG00000032718,ENSMUSG00000015950
ENSMUSG00000035472,ENSMUSG00000020437
ENSMUSG00000072662,ENSMUSG00000018143
ENSMUSG00000058192,ENSMUSG00000028459
ENSMUSG00000048482,ENSMUSG00000025161
ENSMUSG00000087213,ENSMUSG00000062480
ENSMUSG00000041298,ENSMUSG00000030852
ENSMUSG00000118071,ENSMUSG00000028834
ENSMUSG00000085891,ENSMUSG00000031150
ENSMUSG00000024013,ENSMUSG00000025064
ENSMUSG00000066037,ENSMUSG00000115149
ENSMUSG00000012076,ENSMUSG00000023868
ENSMUSG00000033191,ENSMUSG00000042688
ENSMUSG00000034472,ENSMUSG00000082419
ENSMUSG00000039765,ENSMUSG00000031278
ENSMUSG00000085651,ENSMUSG00000085211
ENSMUSG00000121881,ENSMUSG00000013766
ENSMUSG00000024135,ENSMUSG00000104432
ENSMUSG00000037905,ENSMUSG00000026180
ENSMUSG00000050677,ENSMUSG00000025515
ENSMUSG00000002688,ENSMUSG00000038059
ENSMUSG00000121418,ENSMUSG00000089952
ENSMUSG00000061536,ENSMUSG00000070424
ENSMUSG00000032606,ENSMUSG00000034551
ENSMUSG00000034538,ENSMUSG00000027859
ENSMUSG00000021806,ENSMUSG00000026839
ENSMUSG00000021822,ENSMUSG00000024164
ENSMUSG00000079560,ENSMUSG00000045193
ENSMUSG00000049600,ENSMUSG00000091639
ENSMUSG00000121730,ENSMUSG00000090272
ENSMUSG00000075592,ENSMUSG00000068196
ENSMUSG00000036864,ENSMUSG00000000791
ENSMUSG00000026333,ENSMUSG00000003541
ENSMUSG00000047654,ENSMUSG00000004709
