Downregulated,Upregulated
ENSMUSG00000010057,ENSMUSG00000056608
ENSMUSG00000042903,ENSMUSG00000118295
ENSMUSG00000021143,ENSMUSG00000019866
ENSMUSG00000042496,ENSMUSG00000020015
ENSMUSG00000021557,ENSMUSG00000073489
ENSMUSG00000006715,ENSMUSG00000038894
ENSMUSG00000042770,ENSMUSG00000107205
ENSMUSG00000038302,ENSMUSG00000115846
ENSMUSG00000020105,ENSMUSG00000028794
ENSMUSG00000075273,ENSMUSG00000061039
ENSMUSG00000032402,ENSMUSG00000032078
ENSMUSG00000051285,ENSMUSG00000103472
ENSMUSG00000004815,ENSMUSG00000005087
ENSMUSG00000074916,ENSMUSG00000040663
ENSMUSG00000032392,ENSMUSG00000061863
ENSMUSG00000016757,ENSMUSG00000082361
ENSMUSG00000078870,ENSMUSG00000056987
ENSMUSG00000034902,ENSMUSG00000041515
ENSMUSG00000035382,ENSMUSG00000025986
ENSMUSG00000037089,ENSMUSG00000029552
ENSMUSG00000010277,ENSMUSG00000111424
ENSMUSG00000021311,ENSMUSG00000041801
ENSMUSG00000009575,ENSMUSG00000027276
ENSMUSG00000018417,ENSMUSG00000022686
ENSMUSG00000026425,ENSMUSG00000054404
ENSMUSG00000024906,ENSMUSG00000039911
ENSMUSG00000024507,ENSMUSG00000009739
ENSMUSG00000030094,ENSMUSG00000105987
ENSMUSG00000026519,ENSMUSG00000027570
ENSMUSG00000035270,ENSMUSG00000030208
ENSMUSG00000025077,ENSMUSG00000071112
ENSMUSG00000041945,ENSMUSG00000054951
ENSMUSG00000031090,ENSMUSG00000005763
ENSMUSG00000020752,ENSMUSG00000062232
ENSMUSG00000038527,ENSMUSG00000121855
ENSMUSG00000036285,ENSMUSG00000039942
ENSMUSG00000040479,ENSMUSG00000027219
ENSMUSG00000100481,ENSMUSG00000038305
ENSMUSG00000028696,ENSMUSG00000040511
ENSMUSG00000038126,ENSMUSG00000115793
ENSMUSG00000036046,ENSMUSG00000095595
ENSMUSG00000026915,ENSMUSG00000106139
ENSMUSG00000026571,ENSMUSG00000030020
ENSMUSG00000017802,ENSMUSG00000036478
ENSMUSG00000069633,ENSMUSG00000044405
ENSMUSG00000029217,ENSMUSG00000048621
ENSMUSG00000033416,ENSMUSG00000051457
ENSMUSG00000024959,ENSMUSG00000020212
ENSMUSG00000041161,ENSMUSG00000022462
ENSMUSG00000049755,ENSMUSG00000029171
ENSMUSG00000026496,ENSMUSG00000058470
ENSMUSG00000019194,ENSMUSG00000118057
ENSMUSG00000097061,ENSMUSG00000043939
ENSMUSG00000000823,ENSMUSG00000029798
ENSMUSG00000026833,ENSMUSG00000034593
ENSMUSG00000032590,ENSMUSG00000001120
ENSMUSG00000066233,ENSMUSG00000115338
ENSMUSG00000055065,ENSMUSG00000042766
ENSMUSG00000027900,ENSMUSG00000106665
ENSMUSG00000063760,ENSMUSG00000038668
ENSMUSG00000039633,ENSMUSG00000030342
ENSMUSG00000024269,ENSMUSG00000117814
ENSMUSG00000025142,ENSMUSG00000029229
ENSMUSG00000059555,ENSMUSG00000048807
ENSMUSG00000001506,ENSMUSG00000057465
ENSMUSG00000118662,ENSMUSG00000009406
ENSMUSG00000026869,ENSMUSG00000023034
ENSMUSG00000041354,ENSMUSG00000020682
ENSMUSG00000021285,ENSMUSG00000030247
ENSMUSG00000031834,ENSMUSG00000040451
ENSMUSG00000001138,ENSMUSG00000031504
ENSMUSG00000032370,ENSMUSG00000079018
ENSMUSG00000018398,ENSMUSG00000100398
ENSMUSG00000063953,ENSMUSG00000033805
ENSMUSG00000020778,ENSMUSG00000015812
ENSMUSG00000027848,ENSMUSG00000039747
ENSMUSG00000052406,ENSMUSG00000055148
ENSMUSG00000015597,ENSMUSG00000069893
ENSMUSG00000046603,ENSMUSG00000000958
ENSMUSG00000025860,ENSMUSG00000114196
ENSMUSG00000039438,ENSMUSG00000078612
ENSMUSG00000055660,ENSMUSG00000022508
ENSMUSG00000063659,ENSMUSG00000029228
ENSMUSG00000015714,ENSMUSG00000036825
ENSMUSG00000058594,ENSMUSG00000086591
ENSMUSG00000020100,ENSMUSG00000008318
ENSMUSG00000081309,ENSMUSG00000083161
ENSMUSG00000051000,ENSMUSG00000006345
ENSMUSG00000040712,ENSMUSG00000031503
ENSMUSG00000024940,ENSMUSG00000066861
ENSMUSG00000036934,ENSMUSG00000063531
ENSMUSG00000059713,ENSMUSG00000105434
ENSMUSG00000044030,ENSMUSG00000062995
ENSMUSG00000014873,ENSMUSG00000113640
ENSMUSG00000039414,ENSMUSG00000040621
ENSMUSG00000034021,ENSMUSG00000109865
ENSMUSG00000037750,ENSMUSG00000034959
ENSMUSG00000089991,ENSMUSG00000039693
ENSMUSG00000047394,ENSMUSG00000043635
ENSMUSG00000031791,ENSMUSG00000001444
ENSMUSG00000024958,ENSMUSG00000029602
ENSMUSG00000004730,ENSMUSG00000032593
ENSMUSG00000044795,ENSMUSG00000095597
ENSMUSG00000039065,ENSMUSG00000045763
ENSMUSG00000121477,ENSMUSG00000040428
ENSMUSG00000037344,ENSMUSG00000031150
ENSMUSG00000040433,ENSMUSG00000109216
ENSMUSG00000005514,ENSMUSG00000024014
ENSMUSG00000021033,ENSMUSG00000021338
ENSMUSG00000017493,ENSMUSG00000028718
ENSMUSG00000024063,ENSMUSG00000020657
ENSMUSG00000048878,ENSMUSG00000112501
ENSMUSG00000037211,ENSMUSG00000118491
ENSMUSG00000022656,ENSMUSG00000051998
ENSMUSG00000017485,ENSMUSG00000021196
ENSMUSG00000078185,ENSMUSG00000095061
ENSMUSG00000027883,ENSMUSG00000052749
ENSMUSG00000031389,ENSMUSG00000053550
ENSMUSG00000020098,ENSMUSG00000074978
ENSMUSG00000039678,ENSMUSG00000120705
ENSMUSG00000040699,ENSMUSG00000034586
ENSMUSG00000034126,ENSMUSG00000025723
ENSMUSG00000024620,ENSMUSG00000024399
ENSMUSG00000024601,ENSMUSG00000050953
ENSMUSG00000026240,ENSMUSG00000053641
ENSMUSG00000048058,ENSMUSG00000105572
ENSMUSG00000024170,ENSMUSG00000113548
ENSMUSG00000017858,ENSMUSG00000057143
ENSMUSG00000022474,ENSMUSG00000019235
ENSMUSG00000097657,ENSMUSG00000040297
ENSMUSG00000029458,ENSMUSG00000001670
ENSMUSG00000025862,ENSMUSG00000032643
ENSMUSG00000029790,ENSMUSG00000003452
ENSMUSG00000028669,ENSMUSG00000028977
ENSMUSG00000073555,ENSMUSG00000041703
ENSMUSG00000037971,ENSMUSG00000121318
ENSMUSG00000047875,ENSMUSG00000040875
ENSMUSG00000021375,ENSMUSG00000037405
ENSMUSG00000037257,ENSMUSG00000121463
ENSMUSG00000063684,ENSMUSG00000066258
ENSMUSG00000038704,ENSMUSG00000014602
ENSMUSG00000100347,ENSMUSG00000020684
ENSMUSG00000078896,ENSMUSG00000102448
ENSMUSG00000002108,ENSMUSG00000021838
ENSMUSG00000036568,ENSMUSG00000030657
ENSMUSG00000037685,ENSMUSG00000040907
ENSMUSG00000036565,ENSMUSG00000024079
ENSMUSG00000009566,ENSMUSG00000028037
ENSMUSG00000069808,ENSMUSG00000096957
ENSMUSG00000036896,ENSMUSG00000107362
ENSMUSG00000037366,ENSMUSG00000012519
ENSMUSG00000000673,ENSMUSG00000044703
ENSMUSG00000020099,ENSMUSG00000049288
ENSMUSG00000029557,ENSMUSG00000025225
ENSMUSG00000002396,ENSMUSG00000052656
ENSMUSG00000028573,ENSMUSG00000046879
ENSMUSG00000032422,ENSMUSG00000052125
ENSMUSG00000026637,ENSMUSG00000108105
ENSMUSG00000043760,ENSMUSG00000002844
ENSMUSG00000049807,ENSMUSG00000073491
ENSMUSG00000029311,ENSMUSG00000106022
ENSMUSG00000020290,ENSMUSG00000052397
ENSMUSG00000038170,ENSMUSG00000114358
ENSMUSG00000025198,ENSMUSG00000040471
ENSMUSG00000074577,ENSMUSG00000034591
ENSMUSG00000029191,ENSMUSG00000090582
ENSMUSG00000022426,ENSMUSG00000116739
ENSMUSG00000014748,ENSMUSG00000042349
ENSMUSG00000020085,ENSMUSG00000020178
ENSMUSG00000045639,ENSMUSG00000068245
ENSMUSG00000050332,ENSMUSG00000038151
ENSMUSG00000070960,ENSMUSG00000028859
ENSMUSG00000035469,ENSMUSG00000014782
ENSMUSG00000042066,ENSMUSG00000030681
ENSMUSG00000015659,ENSMUSG00000073856
ENSMUSG00000021981,ENSMUSG00000055629
ENSMUSG00000110949,ENSMUSG00000032300
ENSMUSG00000020329,ENSMUSG00000034472
ENSMUSG00000033623,ENSMUSG00000111390
ENSMUSG00000023977,ENSMUSG00000007867
ENSMUSG00000001249,ENSMUSG00000035673
ENSMUSG00000113852,ENSMUSG00000027612
ENSMUSG00000037234,ENSMUSG00000033355
ENSMUSG00000031166,ENSMUSG00000120271
ENSMUSG00000020679,ENSMUSG00000097195
ENSMUSG00000026368,ENSMUSG00000047881
ENSMUSG00000000552,ENSMUSG00000023927
ENSMUSG00000034563,ENSMUSG00000112368
ENSMUSG00000069835,ENSMUSG00000032661
ENSMUSG00000040209,ENSMUSG00000026072
ENSMUSG00000045216,ENSMUSG00000044337
ENSMUSG00000050199,ENSMUSG00000034271
ENSMUSG00000053897,ENSMUSG00000106166
ENSMUSG00000054545,ENSMUSG00000104515
ENSMUSG00000068299,ENSMUSG00000010067
ENSMUSG00000031667,ENSMUSG00000038349
ENSMUSG00000037098,ENSMUSG00000097391
ENSMUSG00000050555,ENSMUSG00000073460
ENSMUSG00000062604,ENSMUSG00000119946
ENSMUSG00000083879,ENSMUSG00000053977
ENSMUSG00000079037,ENSMUSG00000021451
ENSMUSG00000014418,ENSMUSG00000063919
ENSMUSG00000031782,ENSMUSG00000016356
ENSMUSG00000030788,ENSMUSG00000015243
ENSMUSG00000066278,ENSMUSG00000028364
ENSMUSG00000039159,ENSMUSG00000114470
ENSMUSG00000044068,ENSMUSG00000025489
ENSMUSG00000097162,ENSMUSG00000106528
ENSMUSG00000010721,ENSMUSG00000030659
ENSMUSG00000039682,ENSMUSG00000108736
ENSMUSG00000024220,ENSMUSG00000031980
ENSMUSG00000050043,ENSMUSG00000052271
ENSMUSG00000021895,ENSMUSG00000104560
ENSMUSG00000031402,ENSMUSG00000029596
ENSMUSG00000046994,ENSMUSG00000037321
ENSMUSG00000068284,ENSMUSG00000110697
ENSMUSG00000058351,ENSMUSG00000060795
ENSMUSG00000034456,ENSMUSG00000096916
ENSMUSG00000032536,ENSMUSG00000090576
ENSMUSG00000053716,ENSMUSG00000025007
ENSMUSG00000020284,ENSMUSG00000098708
ENSMUSG00000017453,ENSMUSG00000016255
ENSMUSG00000062797,ENSMUSG00000035818
ENSMUSG00000043154,ENSMUSG00000046768
ENSMUSG00000074264,ENSMUSG00000017737
ENSMUSG00000027048,ENSMUSG00000035208
ENSMUSG00000029102,ENSMUSG00000109157
ENSMUSG00000007812,ENSMUSG00000034796
ENSMUSG00000034903,ENSMUSG00000091649
ENSMUSG00000039599,ENSMUSG00000034765
ENSMUSG00000005069,ENSMUSG00000032452
ENSMUSG00000060989,ENSMUSG00000049690
ENSMUSG00000052949,ENSMUSG00000089809
ENSMUSG00000070522,ENSMUSG00000024677
ENSMUSG00000029545,ENSMUSG00000092277
ENSMUSG00000025246,ENSMUSG00000035929
ENSMUSG00000037692,ENSMUSG00000032648
ENSMUSG00000021252,ENSMUSG00000050014
ENSMUSG00000003812,ENSMUSG00000029093
ENSMUSG00000111080,ENSMUSG00000114584
ENSMUSG00000044037,ENSMUSG00000063652
ENSMUSG00000113428,ENSMUSG00000053113
ENSMUSG00000027425,ENSMUSG00000055994
ENSMUSG00000086158,ENSMUSG00000105636
ENSMUSG00000035780,ENSMUSG00000074570
ENSMUSG00000020817,ENSMUSG00000021298
ENSMUSG00000049739,ENSMUSG00000037921
ENSMUSG00000080935,ENSMUSG00000120594
ENSMUSG00000120308,ENSMUSG00000081249
ENSMUSG00000030522,ENSMUSG00000029322
ENSMUSG00000021809,ENSMUSG00000006818
ENSMUSG00000001729,ENSMUSG00000018845
ENSMUSG00000050410,ENSMUSG00000029373
ENSMUSG00000071176,ENSMUSG00000121399
ENSMUSG00000029189,ENSMUSG00000057596
ENSMUSG00000006356,ENSMUSG00000030745
ENSMUSG00000043870,ENSMUSG00000021278
ENSMUSG00000025278,ENSMUSG00000020901
ENSMUSG00000079469,ENSMUSG00000036053
ENSMUSG00000021411,ENSMUSG00000070639
ENSMUSG00000022445,ENSMUSG00000036943
ENSMUSG00000027255,ENSMUSG00000021815
ENSMUSG00000035847,ENSMUSG00000052776
ENSMUSG00000069255,ENSMUSG00000085786
ENSMUSG00000110726,ENSMUSG00000023341
ENSMUSG00000025227,ENSMUSG00000103865
ENSMUSG00000008090,ENSMUSG00000028645
ENSMUSG00000032114,ENSMUSG00000069793
ENSMUSG00000020898,ENSMUSG00000024713
ENSMUSG00000028630,ENSMUSG00000115946
ENSMUSG00000028223,ENSMUSG00000083832
ENSMUSG00000107066,ENSMUSG00000121137
ENSMUSG00000026848,ENSMUSG00000018986
ENSMUSG00000042804,ENSMUSG00000056023
ENSMUSG00000113255,ENSMUSG00000067586
ENSMUSG00000107881,ENSMUSG00000097180
ENSMUSG00000046985,ENSMUSG00000032902
ENSMUSG00000034867,ENSMUSG00000087050
ENSMUSG00000033589,ENSMUSG00000055805
ENSMUSG00000049858,ENSMUSG00000026074
ENSMUSG00000112300,ENSMUSG00000095134
ENSMUSG00000048087,ENSMUSG00000024539
ENSMUSG00000046541,ENSMUSG00000030717
ENSMUSG00000030763,ENSMUSG00000083307
ENSMUSG00000025735,ENSMUSG00000041096
ENSMUSG00000030990,ENSMUSG00000053310
ENSMUSG00000026189,ENSMUSG00000033066
ENSMUSG00000043140,ENSMUSG00000032294
ENSMUSG00000026112,ENSMUSG00000022270
ENSMUSG00000038886,ENSMUSG00000024737
ENSMUSG00000031826,ENSMUSG00000102780
ENSMUSG00000121339,ENSMUSG00000066245
ENSMUSG00000059316,ENSMUSG00000058794
ENSMUSG00000035776,ENSMUSG00000044562
ENSMUSG00000026792,ENSMUSG00000052364
ENSMUSG00000020823,ENSMUSG00000063388
ENSMUSG00000019143,ENSMUSG00000033453
ENSMUSG00000027263,ENSMUSG00000045609
ENSMUSG00000008855,ENSMUSG00000120994
ENSMUSG00000004565,ENSMUSG00000000532
ENSMUSG00000028182,ENSMUSG00000032515
ENSMUSG00000002957,ENSMUSG00000030641
ENSMUSG00000054920,ENSMUSG00000001227
ENSMUSG00000027184,ENSMUSG00000033107
ENSMUSG00000042992,ENSMUSG00000070327
ENSMUSG00000039018,ENSMUSG00000121075
ENSMUSG00000073888,ENSMUSG00000048445
ENSMUSG00000038615,ENSMUSG00000020120
ENSMUSG00000041977,ENSMUSG00000028370
ENSMUSG00000059409,ENSMUSG00000110251
ENSMUSG00000034157,ENSMUSG00000032691
ENSMUSG00000029263,ENSMUSG00000030787
ENSMUSG00000026603,ENSMUSG00000004267
ENSMUSG00000032855,ENSMUSG00000105895
ENSMUSG00000070283,ENSMUSG00000026180
ENSMUSG00000016253,ENSMUSG00000085189
ENSMUSG00000041119,ENSMUSG00000083004
ENSMUSG00000030161,ENSMUSG00000118653
ENSMUSG00000029672,ENSMUSG00000002204
ENSMUSG00000034006,ENSMUSG00000038400
ENSMUSG00000036339,ENSMUSG00000074874
ENSMUSG00000008226,ENSMUSG00000107950
ENSMUSG00000057130,ENSMUSG00000043421
ENSMUSG00000026491,ENSMUSG00000035356
ENSMUSG00000020380,ENSMUSG00000101431
ENSMUSG00000006315,ENSMUSG00000002233
ENSMUSG00000025193,ENSMUSG00000034981
ENSMUSG00000020782,ENSMUSG00000032322
ENSMUSG00000049553,ENSMUSG00000026832
ENSMUSG00000031788,ENSMUSG00000029816
ENSMUSG00000025745,ENSMUSG00000066705
ENSMUSG00000045598,ENSMUSG00000026527
ENSMUSG00000000439,ENSMUSG00000024640
ENSMUSG00000022604,ENSMUSG00000114277
ENSMUSG00000014077,ENSMUSG00000087175
ENSMUSG00000050144,ENSMUSG00000108954
ENSMUSG00000043190,ENSMUSG00000046056
ENSMUSG00000090623,ENSMUSG00000000628
ENSMUSG00000015474,ENSMUSG00000013974
ENSMUSG00000028979,ENSMUSG00000104913
ENSMUSG00000005951,ENSMUSG00000121309
ENSMUSG00000060600,ENSMUSG00000062515
ENSMUSG00000030064,ENSMUSG00000037202
ENSMUSG00000041846,ENSMUSG00000051727
ENSMUSG00000025138,ENSMUSG00000053101
ENSMUSG00000030823,ENSMUSG00000050921
ENSMUSG00000002748,ENSMUSG00000038807
ENSMUSG00000007617,ENSMUSG00000072214
ENSMUSG00000027710,ENSMUSG00000026536
ENSMUSG00000031482,ENSMUSG00000071637
ENSMUSG00000025534,ENSMUSG00000042595
ENSMUSG00000035354,ENSMUSG00000025330
ENSMUSG00000051768,ENSMUSG00000048458
ENSMUSG00000064181,ENSMUSG00000097636
ENSMUSG00000121808,ENSMUSG00000026357
ENSMUSG00000028826,ENSMUSG00000003051
ENSMUSG00000074212,ENSMUSG00000050075
ENSMUSG00000030225,ENSMUSG00000061126
ENSMUSG00000033216,ENSMUSG00000086754
ENSMUSG00000001911,ENSMUSG00000119972
ENSMUSG00000005034,ENSMUSG00000050234
ENSMUSG00000112302,ENSMUSG00000053318
ENSMUSG00000024726,ENSMUSG00000031779
ENSMUSG00000036093,ENSMUSG00000105096
ENSMUSG00000073481,ENSMUSG00000024235
ENSMUSG00000031015,ENSMUSG00000117975
ENSMUSG00000033256,ENSMUSG00000071068
ENSMUSG00000022664,ENSMUSG00000103621
ENSMUSG00000038178,ENSMUSG00000099875
ENSMUSG00000028636,ENSMUSG00000056529
ENSMUSG00000024646,ENSMUSG00000024401
ENSMUSG00000043987,ENSMUSG00000045932
ENSMUSG00000046410,ENSMUSG00000113136
ENSMUSG00000047284,ENSMUSG00000040751
ENSMUSG00000032386,ENSMUSG00000025790
ENSMUSG00000011427,ENSMUSG00000026360
ENSMUSG00000032279,ENSMUSG00000023905
ENSMUSG00000019055,ENSMUSG00000003882
ENSMUSG00000091119,ENSMUSG00000022000
ENSMUSG00000030272,ENSMUSG00000081404
ENSMUSG00000021213,ENSMUSG00000000317
ENSMUSG00000030610,ENSMUSG00000116656
ENSMUSG00000045374,ENSMUSG00000020638
ENSMUSG00000039662,ENSMUSG00000052560
ENSMUSG00000020605,ENSMUSG00000074743
ENSMUSG00000063884,ENSMUSG00000027399
ENSMUSG00000026116,ENSMUSG00000035299
ENSMUSG00000024127,ENSMUSG00000030256
ENSMUSG00000019132,ENSMUSG00000029561
ENSMUSG00000005469,ENSMUSG00000040128
ENSMUSG00000019088,ENSMUSG00000027829
ENSMUSG00000021666,ENSMUSG00000001025
ENSMUSG00000079484,ENSMUSG00000024501
ENSMUSG00000020919,ENSMUSG00000060860
ENSMUSG00000029381,ENSMUSG00000031024
ENSMUSG00000005823,ENSMUSG00000029372
ENSMUSG00000001751,ENSMUSG00000022945
ENSMUSG00000047067,ENSMUSG00000003752
ENSMUSG00000028032,ENSMUSG00000036006
ENSMUSG00000027478,ENSMUSG00000106547
ENSMUSG00000033417,ENSMUSG00000105703
ENSMUSG00000022517,ENSMUSG00000022651
ENSMUSG00000062397,ENSMUSG00000016559
ENSMUSG00000049624,ENSMUSG00000062991
ENSMUSG00000062014,ENSMUSG00000056498
ENSMUSG00000096145,ENSMUSG00000026390
ENSMUSG00000028614,ENSMUSG00000018341
ENSMUSG00000041958,ENSMUSG00000021025
ENSMUSG00000056692,ENSMUSG00000089999
ENSMUSG00000028136,ENSMUSG00000036466
ENSMUSG00000030946,ENSMUSG00000047945
ENSMUSG00000079470,ENSMUSG00000055320
ENSMUSG00000023944,ENSMUSG00000095105
ENSMUSG00000117662,ENSMUSG00000074141
ENSMUSG00000024896,ENSMUSG00000110720
ENSMUSG00000066640,ENSMUSG00000121201
ENSMUSG00000022265,ENSMUSG00000039154
ENSMUSG00000018102,ENSMUSG00000118671
ENSMUSG00000026643,ENSMUSG00000050737
ENSMUSG00000070939,ENSMUSG00000004609
ENSMUSG00000037029,ENSMUSG00000020572
ENSMUSG00000030980,ENSMUSG00000097797
ENSMUSG00000020877,ENSMUSG00000028862
ENSMUSG00000017307,ENSMUSG00000085977
ENSMUSG00000018428,ENSMUSG00000037944
ENSMUSG00000031600,ENSMUSG00000104467
ENSMUSG00000047412,ENSMUSG00000020363
ENSMUSG00000036880,ENSMUSG00000104126
ENSMUSG00000026154,ENSMUSG00000060206
ENSMUSG00000066900,ENSMUSG00000064147
ENSMUSG00000003559,ENSMUSG00000041308
ENSMUSG00000022299,ENSMUSG00000010751
ENSMUSG00000030583,ENSMUSG00000032113
ENSMUSG00000046909,ENSMUSG00000026271
ENSMUSG00000002147,ENSMUSG00000036390
ENSMUSG00000044986,ENSMUSG00000078816
ENSMUSG00000003546,ENSMUSG00000000386
ENSMUSG00000029535,ENSMUSG00000017723
ENSMUSG00000037408,ENSMUSG00000049734
ENSMUSG00000039952,ENSMUSG00000027313
ENSMUSG00000038174,ENSMUSG00000027398
ENSMUSG00000040918,ENSMUSG00000031538
ENSMUSG00000055538,ENSMUSG00000020805
ENSMUSG00000058881,ENSMUSG00000033538
ENSMUSG00000028228,ENSMUSG00000034457
ENSMUSG00000073435,ENSMUSG00000021360
ENSMUSG00000031985,ENSMUSG00000055013
ENSMUSG00000031438,ENSMUSG00000031502
ENSMUSG00000018659,ENSMUSG00000071723
ENSMUSG00000017747,ENSMUSG00000037868
ENSMUSG00000025903,ENSMUSG00000005667
ENSMUSG00000050890,ENSMUSG00000061207
ENSMUSG00000034659,ENSMUSG00000022876
ENSMUSG00000018900,ENSMUSG00000113387
ENSMUSG00000029190,ENSMUSG00000107019
ENSMUSG00000039660,ENSMUSG00000072720
ENSMUSG00000015542,ENSMUSG00000001156
ENSMUSG00000052539,ENSMUSG00000103439
ENSMUSG00000003166,ENSMUSG00000039236
ENSMUSG00000042328,ENSMUSG00000120992
ENSMUSG00000025894,ENSMUSG00000020423
ENSMUSG00000040323,ENSMUSG00000087263
ENSMUSG00000114102,ENSMUSG00000117538
ENSMUSG00000038417,ENSMUSG00000027514
ENSMUSG00000052911,ENSMUSG00000117401
ENSMUSG00000039354,ENSMUSG00000040483
ENSMUSG00000101330,ENSMUSG00000027435
ENSMUSG00000027893,ENSMUSG00000086765
ENSMUSG00000022019,ENSMUSG00000007659
ENSMUSG00000005161,ENSMUSG00000021795
ENSMUSG00000022100,ENSMUSG00000108291
ENSMUSG00000019437,ENSMUSG00000036225
ENSMUSG00000004567,ENSMUSG00000020547
ENSMUSG00000039509,ENSMUSG00000030283
ENSMUSG00000058301,ENSMUSG00000105195
ENSMUSG00000031877,ENSMUSG00000095366
ENSMUSG00000030214,ENSMUSG00000027800
ENSMUSG00000039176,ENSMUSG00000034773
ENSMUSG00000039246,ENSMUSG00000032192
ENSMUSG00000005615,ENSMUSG00000020400
ENSMUSG00000029570,ENSMUSG00000000320
ENSMUSG00000025403,ENSMUSG00000029075
ENSMUSG00000039795,ENSMUSG00000003206
ENSMUSG00000078584,ENSMUSG00000010830
ENSMUSG00000021786,ENSMUSG00000044258
ENSMUSG00000023904,ENSMUSG00000089940
ENSMUSG00000028173,ENSMUSG00000019992
ENSMUSG00000070407,ENSMUSG00000005413
ENSMUSG00000030735,ENSMUSG00000118718
ENSMUSG00000033819,ENSMUSG00000111264
ENSMUSG00000021096,ENSMUSG00000041827
ENSMUSG00000021286,ENSMUSG00000037225
ENSMUSG00000022332,ENSMUSG00000043263
ENSMUSG00000026791,ENSMUSG00000039232
ENSMUSG00000018501,ENSMUSG00000053398
ENSMUSG00000034667,ENSMUSG00000035305
ENSMUSG00000036887,ENSMUSG00000104682
ENSMUSG00000022562,ENSMUSG00000024529
ENSMUSG00000024780,ENSMUSG00000061048
ENSMUSG00000020283,ENSMUSG00000025473
ENSMUSG00000036620,ENSMUSG00000042918
ENSMUSG00000029475,ENSMUSG00000032000
ENSMUSG00000034066,ENSMUSG00000111394
ENSMUSG00000018548,ENSMUSG00000109005
ENSMUSG00000029461,ENSMUSG00000038463
ENSMUSG00000054827,ENSMUSG00000028341
ENSMUSG00000026456,ENSMUSG00000112023
ENSMUSG00000019883,ENSMUSG00000102776
ENSMUSG00000021835,ENSMUSG00000024679
ENSMUSG00000032079,ENSMUSG00000098188
ENSMUSG00000002326,ENSMUSG00000070287
ENSMUSG00000026856,ENSMUSG00000026628
ENSMUSG00000036442,ENSMUSG00000026770
ENSMUSG00000063320,ENSMUSG00000004709
ENSMUSG00000036061,ENSMUSG00000030790
ENSMUSG00000082431,ENSMUSG00000102664
ENSMUSG00000054808,ENSMUSG00000110588
ENSMUSG00000101800,ENSMUSG00000037820
ENSMUSG00000029924,ENSMUSG00000031465
ENSMUSG00000042505,ENSMUSG00000078921
ENSMUSG00000014226,ENSMUSG00000114608
ENSMUSG00000074182,ENSMUSG00000030921
ENSMUSG00000022477,ENSMUSG00000026121
ENSMUSG00000032067,ENSMUSG00000059108
ENSMUSG00000024095,ENSMUSG00000055202
ENSMUSG00000075054,ENSMUSG00000026581
ENSMUSG00000038764,ENSMUSG00000073529
ENSMUSG00000059981,ENSMUSG00000023033
ENSMUSG00000010054,ENSMUSG00000037849
ENSMUSG00000035459,ENSMUSG00000121773
ENSMUSG00000113204,ENSMUSG00000104708
ENSMUSG00000040043,ENSMUSG00000026558
ENSMUSG00000053329,ENSMUSG00000026773
ENSMUSG00000034789,ENSMUSG00000027360
ENSMUSG00000090935,ENSMUSG00000024151
ENSMUSG00000013878,ENSMUSG00000030878
ENSMUSG00000053460,ENSMUSG00000039903
ENSMUSG00000034557,ENSMUSG00000108368
ENSMUSG00000014498,ENSMUSG00000120054
ENSMUSG00000083258,ENSMUSG00000020255
ENSMUSG00000038502,ENSMUSG00000039956
ENSMUSG00000057375,ENSMUSG00000047798
ENSMUSG00000038121,ENSMUSG00000072844
ENSMUSG00000003464,ENSMUSG00000037447
ENSMUSG00000026657,ENSMUSG00000095649
ENSMUSG00000021555,ENSMUSG00000089929
ENSMUSG00000000693,ENSMUSG00000023132
ENSMUSG00000039164,ENSMUSG00000052727
ENSMUSG00000036892,ENSMUSG00000000078
ENSMUSG00000074582,ENSMUSG00000034987
ENSMUSG00000051730,ENSMUSG00000022534
ENSMUSG00000025759,ENSMUSG00000053007
ENSMUSG00000039713,ENSMUSG00000087006
ENSMUSG00000044447,ENSMUSG00000053687
ENSMUSG00000024982,ENSMUSG00000044365
ENSMUSG00000057637,ENSMUSG00000079362
ENSMUSG00000036893,ENSMUSG00000044645
ENSMUSG00000078789,ENSMUSG00000121069
ENSMUSG00000062906,ENSMUSG00000034612
ENSMUSG00000046034,ENSMUSG00000000567
ENSMUSG00000020918,ENSMUSG00000075122
ENSMUSG00000030109,ENSMUSG00000078920
ENSMUSG00000020850,ENSMUSG00000030054
ENSMUSG00000040648,ENSMUSG00000115801
ENSMUSG00000037112,ENSMUSG00000022074
ENSMUSG00000007987,ENSMUSG00000121828
ENSMUSG00000010362,ENSMUSG00000020395
ENSMUSG00000056763,ENSMUSG00000110386
ENSMUSG00000025607,ENSMUSG00000078922
ENSMUSG00000042102,ENSMUSG00000022895
ENSMUSG00000053929,ENSMUSG00000086868
ENSMUSG00000121496,ENSMUSG00000020642
ENSMUSG00000032175,ENSMUSG00000060568
ENSMUSG00000074272,ENSMUSG00000044701
ENSMUSG00000069565,ENSMUSG00000053862
ENSMUSG00000078517,ENSMUSG00000078763
ENSMUSG00000061740,ENSMUSG00000046101
ENSMUSG00000027599,ENSMUSG00000071005
ENSMUSG00000034190,ENSMUSG00000017652
ENSMUSG00000021238,ENSMUSG00000034266
ENSMUSG00000059878,ENSMUSG00000008734
ENSMUSG00000023055,ENSMUSG00000037887
